,primaryTitle,HoursViewed,Runtime,Views,startYear,genres
1778,Godzilla: King of the Monsters,3000000,2:12,1400000,2019,"Action,Adventure,Fantasy"
1792,Kingdom 3: The Flame of Destiny,3000000,2:09,1400000,2023,"Action,History,War"
1784,Hellboy,2900000,2:02,1400000,2004,"Action,Adventure,Fantasy"
1785,Hellboy,2900000,2:01,1400000,2019,"Action,Adventure,Fantasy"
1801,"Roman J. Israel, Esq.",2900000,2:02,1400000,2017,"Crime,Drama,Thriller"
1810,The Infiltrator,2900000,2:07,1400000,2016,"Biography,Crime,Drama"
1817,The White Tiger,2900000,2:07,1400000,2021,"Crime,Drama"
1758,BlackBerry,2800000,2:00,1400000,2023,"Biography,Comedy,Drama"
1763,Crazy Rich Asians,2800000,2:01,1400000,2018,"Comedy,Drama,Romance"
1821,Unlocked,2800000,1:58,1400000,2023,"Crime,Drama,Mystery"
1771,Suck Me Shakespeer,2700000,1:52,1400000,2013,Comedy
1802,Romeo Must Die,2700000,1:55,1400000,2000,"Action,Crime,Thriller"
1813,The Midnight Sky,2700000,1:59,1400000,2020,"Adventure,Drama,Sci-Fi"
1815,The Tinder Swindler,2700000,1:54,1400000,2022,"Crime,Documentary"
49,Wil,2700000,1:54,1400000,2023,"Drama,History,War"
1759,Chaos Walking,2600000,1:49,1400000,2021,"Action,Adventure,Drama"
1772,Suck Me Shakespeer 2,2600000,1:51,1400000,2015,Comedy
1775,Forgotten,2600000,1:49,1400000,2018,"Drama,History"
1787,I Am the Secret in Your Heart,2600000,1:52,1400000,2024,"Drama,Romance"
1809,The Father Who Moves Mountains,2600000,1:49,1400000,2021,"Drama,Thriller"
1811,The Karate Kid Part III,2600000,1:52,1400000,1989,"Action,Drama,Family"
48,Tur Rehberi,2600000,1:49,1400000,2025,Comedy
1760,Clash of the Titans,2500000,1:46,1400000,2010,"Action,Adventure,Fantasy"
1767,Detective Conan: The Fist of Blue Sapphire,2500000,1:49,1400000,2019,"Action,Adventure,Animation"
1769,Dove osano le cicogne,2500000,1:46,1400000,2025,Comedy
1780,Goyo,2500000,1:48,1400000,2024,"Comedy,Drama,Romance"
1782,Hard Miles,2500000,1:49,1400000,2023,"Drama,Sport"
1790,Jumanji,2500000,1:44,1400000,1995,"Adventure,Comedy,Family"
1798,Perfect Stranger,2500000,1:49,1400000,2007,"Crime,Mystery,Thriller"
1768,Dora and the Lost City of Gold,2400000,1:42,1400000,2019,"Action,Adventure,Comedy"
1781,Halloween,2400000,1:46,1400000,2018,"Crime,Drama,Horror"
1783,Heaven Is for Real,2400000,1:40,1400000,2014,"Biography,Drama,Family"
1789,Johnny English Reborn,2400000,1:41,1400000,2011,"Action,Adventure,Comedy"
1797,Old People,2400000,1:42,1400000,2022,Horror
1805,Spies in Disguise,2400000,1:42,1400000,2019,"Action,Adventure,Animation"
1812,The Magician's Elephant,2400000,1:43,1400000,2023,"Adventure,Animation,Comedy"
1755,48 Hrs.,2300000,1:37,1400000,1982,"Action,Comedy,Crime"
1814,The Peanut Butter Falcon,2300000,1:37,1400000,2019,"Adventure,Comedy,Drama"
1816,The Ugly Truth,2300000,1:36,1400000,2009,"Comedy,Romance"
1786,Hitman,2200000,1:35,1400000,2007,"Action,Crime,Thriller"
1795,Neighbors,2200000,1:37,1400000,2014,Comedy
1819,Monica and Friends: Bonds,2200000,1:37,1400000,2019,"Adventure,Family"
1761,Coffee & Kareem,2100000,1:28,1400000,2020,"Action,Comedy,Crime"
1762,Confessions of an Invisible Girl,2100000,1:33,1400000,2021,"Comedy,Drama"
1796,Nice Girls,2100000,1:32,1400000,2024,"Action,Comedy,Crime"
1765,Daughter of the Wolf,2000000,1:28,1400000,2019,"Action,Thriller"
1773,Fall Into Winter,2000000,1:23,1400000,2023,"Comedy,Romance"
1793,My Mom Is a Character,2000000,1:24,1400000,2013,Comedy
1808,The Autopsy of Jane Doe,2000000,1:26,1400000,2016,"Horror,Mystery,Thriller"
1820,Umma,2000000,1:24,1400000,2022,"Drama,Horror,Mystery"
1766,Despite Everything,1900000,1:19,1400000,2019,Comedy
47,Tainá 2: A Aventura Continua,1900000,1:19,1400000,2004,"Adventure,Family,Fantasy"
1770,Einstein and the Bomb,1800000,1:17,1400000,2024,"Documentary,History"
1806,Surviving Paradise: A Family Tale,1800000,1:19,1400000,2022,Documentary
1757,"Barbie: Big City, Big Dreams",1500000,1:03,1400000,2021,"Animation,Family,Musical"
1839,CBI 5: The Brain,3500000,2:42,1300000,2022,"Crime,Mystery,Thriller"
1833,Apostle,2900000,2:10,1300000,2018,"Drama,Fantasy,Horror"
1827,Agak Laen,2600000,1:59,1300000,2024,Comedy
1831,Anna,2600000,1:59,1300000,2019,"Action,Thriller"
1824,22 Jump Street,2400000,1:52,1300000,2014,"Action,Comedy,Crime"
1828,Along for the Ride,2400000,1:48,1300000,2022,"Drama,Romance"
50,American Underdog,2400000,1:52,1300000,2021,"Biography,Drama,Romance"
1838,Bridget Jones: The Edge of Reason,2400000,1:48,1300000,2004,"Comedy,Drama,Romance"
1832,Annabelle Comes Home,2300000,1:46,1300000,2019,"Horror,Mystery,Thriller"
1842,Dance with the Jackals 2,2300000,1:49,1300000,2012,Comedy
1843,Death Race,2300000,1:45,1300000,2008,"Action,Sci-Fi,Thriller"
1844,Deepwater Horizon,2300000,1:47,1300000,2016,"Action,Drama,History"
1823,21 Bridges,2200000,1:39,1300000,2019,"Action,Adventure,Crime"
1825,A Little White Lie,2200000,1:41,1300000,2023,Comedy
1829,Always Be My Maybe,2200000,1:42,1300000,2019,"Comedy,Romance"
1836,Blockers,2200000,1:42,1300000,2018,"Comedy,Drama"
1834,Ava,2100000,1:37,1300000,2020,"Action,Crime,Drama"
1835,Black Mirror: Bandersnatch,2000000,1:30,1300000,2018,"Drama,Fantasy,Mystery"
1837,Blood Father,1900000,1:28,1300000,2016,"Action,Crime,Drama"
1826,Ace Ventura: Pet Detective,1800000,1:26,1300000,1994,Comedy
1841,Choose or Die,1800000,1:26,1300000,2022,"Drama,Horror,Thriller"
51,Canvas,200000,0:09,1300000,2020,"Animation,Family,Short"
